Timestamp (ns),Time (s),X Position (m),Y Position (m),Yaw (rad),Steering Command,trials (times)
47483222042,47.4832,70.213501,-106.201775,0.072355,-0.610865,3
47533222043,47.5332,70.231720,-106.194069,0.076719,-0.610865,3
47583222044,47.5832,70.250366,-106.186150,0.081765,-0.610865,3
47633222044,47.6332,70.268433,-106.178223,0.086308,-0.610865,3
47683222045,47.6832,70.286674,-106.170235,0.091196,-0.610865,3
47733222046,47.7332,70.305084,-106.161903,0.095610,-0.610865,3
47783222047,47.7832,70.323418,-106.153786,0.100315,0.610865,3
47833222047,47.8332,70.343376,-106.145981,0.104411,0.610865,3
47883222048,47.8832,70.365814,-106.140152,0.106617,0.610865,3
47933222049,47.9332,70.389000,-106.137154,0.106555,0.610865,3
47983222050,47.9832,70.412453,-106.136101,0.104941,0.610865,3
48033222050,48.0332,70.435410,-106.136772,0.102818,0.610865,3
48083222051,48.0832,70.459091,-106.139030,0.099394,0.610865,3
